"REF_DATE","GEO","DGUID","Gender","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1971","Saskatchewan","2016A000247","Total - gender","All ages","Persons","249","units","0","v469188","9.1.1","932038","","","","0"
"1972","Saskatchewan","2016A000247","Total - gender","All ages","Persons","249","units","0","v469188","9.1.1","920780","","","","0"
"1973","Saskatchewan","2016A000247","Total - gender","All ages","Persons","249","units","0","v469188","9.1.1","911937","","","","0"
"1974","Saskatchewan","2016A000247","Total - gender","All ages","Persons","249","units","0","v469188","9.1.1","908457","","","","0"
"1975","Saskatchewan","2016A000247","Total - gender","All ages","Persons","249","units","0","v469188","9.1.1","917415","","","","0"
"1976","Saskatchewan","2016A000247","Total - gender","All ages","Persons","249","units","0","v469188","9.1.1","931612","","","","0"
"1977","Saskatchewan","2016A000247","Total - gender","All ages","Persons","249","units","0","v469188","9.1.1","944621","","","","0"
"1978","Saskatchewan","2016A000247","Total - gender","All ages","Persons","249","units","0","v469188","9.1.1","952430","","","","0"
"1979","Saskatchewan","2016A000247","Total - gender","All ages","Persons","249","units","0","v469188","9.1.1","959735","","","","0"
"1980","Saskatchewan","2016A000247","Total - gender","All ages","Persons","249","units","0","v469188","9.1.1","967548","","","","0"
"1981","Saskatchewan","2016A000247","Total - gender","All ages","Persons","249","units","0","v469188","9.1.1","975759","","","","0"
"1982","Saskatchewan","2016A000247","Total - gender","All ages","Persons","249","units","0","v469188","9.1.1","986582","","","","0"
"1983","Saskatchewan","2016A000247","Total - gender","All ages","Persons","249","units","0","v469188","9.1.1","1001249","","","","0"
"1984","Saskatchewan","2016A000247","Total - gender","All ages","Persons","249","units","0","v469188","9.1.1","1014615","","","","0"
"1985","Saskatchewan","2016A000247","Total - gender","All ages","Persons","249","units","0","v469188","9.1.1","1024928","","","","0"
"1986","Saskatchewan","2016A000247","Total - gender","All ages","Persons","249","units","0","v469188","9.1.1","1028717","","","","0"
"1987","Saskatchewan","2016A000247","Total - gender","All ages","Persons","249","units","0","v469188","9.1.1","1032799","","","","0"
"1988","Saskatchewan","2016A000247","Total - gender","All ages","Persons","249","units","0","v469188","9.1.1","1028225","","","","0"
"1989","Saskatchewan","2016A000247","Total - gender","All ages","Persons","249","units","0","v469188","9.1.1","1019439","","","","0"
"1990","Saskatchewan","2016A000247","Total - gender","All ages","Persons","249","units","0","v469188","9.1.1","1007727","","","","0"
"1991","Saskatchewan","2016A000247","Total - gender","All ages","Persons","249","units","0","v469188","9.1.1","1002713","","","","0"
"1992","Saskatchewan","2016A000247","Total - gender","All ages","Persons","249","units","0","v469188","9.1.1","1003995","","","","0"
"1993","Saskatchewan","2016A000247","Total - gender","All ages","Persons","249","units","0","v469188","9.1.1","1006900","","","","0"
"1994","Saskatchewan","2016A000247","Total - gender","All ages","Persons","249","units","0","v469188","9.1.1","1009575","","","","0"
"1995","Saskatchewan","2016A000247","Total - gender","All ages","Persons","249","units","0","v469188","9.1.1","1014187","","","","0"
"1996","Saskatchewan","2016A000247","Total - gender","All ages","Persons","249","units","0","v469188","9.1.1","1018945","","","","0"
"1997","Saskatchewan","2016A000247","Total - gender","All ages","Persons","249","units","0","v469188","9.1.1","1017902","","","","0"
"1998","Saskatchewan","2016A000247","Total - gender","All ages","Persons","249","units","0","v469188","9.1.1","1017332","","","","0"
"1999","Saskatchewan","2016A000247","Total - gender","All ages","Persons","249","units","0","v469188","9.1.1","1014524","","","","0"
"2000","Saskatchewan","2016A000247","Total - gender","All ages","Persons","249","units","0","v469188","9.1.1","1007565","","","","0"
"2001","Saskatchewan","2016A000247","Total - gender","All ages","Persons","249","units","0","v469188","9.1.1","1000307","","","","0"
"2002","Saskatchewan","2016A000247","Total - gender","All ages","Persons","249","units","0","v469188","9.1.1","996854","","","","0"
"2003","Saskatchewan","2016A000247","Total - gender","All ages","Persons","249","units","0","v469188","9.1.1","996422","","","","0"
"2004","Saskatchewan","2016A000247","Total - gender","All ages","Persons","249","units","0","v469188","9.1.1","997305","","","","0"
"2005","Saskatchewan","2016A000247","Total - gender","All ages","Persons","249","units","0","v469188","9.1.1","993510","","","","0"
"2006","Saskatchewan","2016A000247","Total - gender","All ages","Persons","249","units","0","v469188","9.1.1","992313","","","","0"
"2007","Saskatchewan","2016A000247","Total - gender","All ages","Persons","249","units","0","v469188","9.1.1","1002074","","","","0"
"2008","Saskatchewan","2016A000247","Total - gender","All ages","Persons","249","units","0","v469188","9.1.1","1017368","","","","0"
"2009","Saskatchewan","2016A000247","Total - gender","All ages","Persons","249","units","0","v469188","9.1.1","1034791","","","","0"
"2010","Saskatchewan","2016A000247","Total - gender","All ages","Persons","249","units","0","v469188","9.1.1","1051426","","","","0"
"2011","Saskatchewan","2016A000247","Total - gender","All ages","Persons","249","units","0","v469188","9.1.1","1065661","","","","0"
"2012","Saskatchewan","2016A000247","Total - gender","All ages","Persons","249","units","0","v469188","9.1.1","1083005","","","","0"
"2013","Saskatchewan","2016A000247","Total - gender","All ages","Persons","249","units","0","v469188","9.1.1","1098868","","","","0"
"2014","Saskatchewan","2016A000247","Total - gender","All ages","Persons","249","units","0","v469188","9.1.1","1111989","","","","0"
"2015","Saskatchewan","2016A000247","Total - gender","All ages","Persons","249","units","0","v469188","9.1.1","1122210","","","","0"
"2016","Saskatchewan","2016A000247","Total - gender","All ages","Persons","249","units","0","v469188","9.1.1","1135496","","","","0"
"2017","Saskatchewan","2016A000247","Total - gender","All ages","Persons","249","units","0","v469188","9.1.1","1147315","","","","0"
"2018","Saskatchewan","2016A000247","Total - gender","All ages","Persons","249","units","0","v469188","9.1.1","1156210","","","","0"
"2019","Saskatchewan","2016A000247","Total - gender","All ages","Persons","249","units","0","v469188","9.1.1","1164223","","","","0"
"2020","Saskatchewan","2016A000247","Total - gender","All ages","Persons","249","units","0","v469188","9.1.1","1167386","","","","0"
"2021","Saskatchewan","2016A000247","Total - gender","All ages","Persons","249","units","0","v469188","9.1.1","1167711","","","","0"
"2022","Saskatchewan","2016A000247","Total - gender","All ages","Persons","249","units","0","v469188","9.1.1","1178422","","","","0"
"2023","Saskatchewan","2016A000247","Total - gender","All ages","Persons","249","units","0","v469188","9.1.1","1209107","","","","0"
"1971","Saskatchewan","2016A000247","Total - gender","0 to 4 years","Persons","249","units","0","v469404","9.1.7","79496","","","","0"
"1972","Saskatchewan","2016A000247","Total - gender","0 to 4 years","Persons","249","units","0","v469404","9.1.7","76633","","","","0"
"1973","Saskatchewan","2016A000247","Total - gender","0 to 4 years","Persons","249","units","0","v469404","9.1.7","75146","","","","0"
"1974","Saskatchewan","2016A000247","Total - gender","0 to 4 years","Persons","249","units","0","v469404","9.1.7","73920","","","","0"
"1975","Saskatchewan","2016A000247","Total - gender","0 to 4 years","Persons","249","units","0","v469404","9.1.7","74414","","","","0"
"1976","Saskatchewan","2016A000247","Total - gender","0 to 4 years","Persons","249","units","0","v469404","9.1.7","75445","","","","0"
"1977","Saskatchewan","2016A000247","Total - gender","0 to 4 years","Persons","249","units","0","v469404","9.1.7","77276","","","","0"
"1978","Saskatchewan","2016A000247","Total - gender","0 to 4 years","Persons","249","units","0","v469404","9.1.7","78307","","","","0"
"1979","Saskatchewan","2016A000247","Total - gender","0 to 4 years","Persons","249","units","0","v469404","9.1.7","79926","","","","0"
"1980","Saskatchewan","2016A000247","Total - gender","0 to 4 years","Persons","249","units","0","v469404","9.1.7","81063","","","","0"
"1981","Saskatchewan","2016A000247","Total - gender","0 to 4 years","Persons","249","units","0","v469404","9.1.7","81839","","","","0"
"1982","Saskatchewan","2016A000247","Total - gender","0 to 4 years","Persons","249","units","0","v469404","9.1.7","83214","","","","0"
"1983","Saskatchewan","2016A000247","Total - gender","0 to 4 years","Persons","249","units","0","v469404","9.1.7","85233","","","","0"
"1984","Saskatchewan","2016A000247","Total - gender","0 to 4 years","Persons","249","units","0","v469404","9.1.7","86552","","","","0"
"1985","Saskatchewan","2016A000247","Total - gender","0 to 4 years","Persons","249","units","0","v469404","9.1.7","87137","","","","0"
"1986","Saskatchewan","2016A000247","Total - gender","0 to 4 years","Persons","249","units","0","v469404","9.1.7","86786","","","","0"
"1987","Saskatchewan","2016A000247","Total - gender","0 to 4 years","Persons","249","units","0","v469404","9.1.7","86801","","","","0"
"1988","Saskatchewan","2016A000247","Total - gender","0 to 4 years","Persons","249","units","0","v469404","9.1.7","84823","","","","0"
"1989","Saskatchewan","2016A000247","Total - gender","0 to 4 years","Persons","249","units","0","v469404","9.1.7","83005","","","","0"
"1990","Saskatchewan","2016A000247","Total - gender","0 to 4 years","Persons","249","units","0","v469404","9.1.7","80979","","","","0"
"1991","Saskatchewan","2016A000247","Total - gender","0 to 4 years","Persons","249","units","0","v469404","9.1.7","78941","","","","0"
"1992","Saskatchewan","2016A000247","Total - gender","0 to 4 years","Persons","249","units","0","v469404","9.1.7","77921","","","","0"
"1993","Saskatchewan","2016A000247","Total - gender","0 to 4 years","Persons","249","units","0","v469404","9.1.7","77123","","","","0"
"1994","Saskatchewan","2016A000247","Total - gender","0 to 4 years","Persons","249","units","0","v469404","9.1.7","75607","","","","0"
"1995","Saskatchewan","2016A000247","Total - gender","0 to 4 years","Persons","249","units","0","v469404","9.1.7","73638","","","","0"
"1996","Saskatchewan","2016A000247","Total - gender","0 to 4 years","Persons","249","units","0","v469404","9.1.7","72401","","","","0"
"1997","Saskatchewan","2016A000247","Total - gender","0 to 4 years","Persons","249","units","0","v469404","9.1.7","70157","","","","0"
"1998","Saskatchewan","2016A000247","Total - gender","0 to 4 years","Persons","249","units","0","v469404","9.1.7","68125","","","","0"
"1999","Saskatchewan","2016A000247","Total - gender","0 to 4 years","Persons","249","units","0","v469404","9.1.7","66200","","","","0"
"2000","Saskatchewan","2016A000247","Total - gender","0 to 4 years","Persons","249","units","0","v469404","9.1.7","64246","","","","0"
"2001","Saskatchewan","2016A000247","Total - gender","0 to 4 years","Persons","249","units","0","v469404","9.1.7","62579","","","","0"
"2002","Saskatchewan","2016A000247","Total - gender","0 to 4 years","Persons","249","units","0","v469404","9.1.7","61226","","","","0"
"2003","Saskatchewan","2016A000247","Total - gender","0 to 4 years","Persons","249","units","0","v469404","9.1.7","60366","","","","0"
"2004","Saskatchewan","2016A000247","Total - gender","0 to 4 years","Persons","249","units","0","v469404","9.1.7","60009","","","","0"
"2005","Saskatchewan","2016A000247","Total - gender","0 to 4 years","Persons","249","units","0","v469404","9.1.7","59059","","","","0"
"2006","Saskatchewan","2016A000247","Total - gender","0 to 4 years","Persons","249","units","0","v469404","9.1.7","59014","","","","0"
"2007","Saskatchewan","2016A000247","Total - gender","0 to 4 years","Persons","249","units","0","v469404","9.1.7","60604","","","","0"
"2008","Saskatchewan","2016A000247","Total - gender","0 to 4 years","Persons","249","units","0","v469404","9.1.7","63329","","","","0"
"2009","Saskatchewan","2016A000247","Total - gender","0 to 4 years","Persons","249","units","0","v469404","9.1.7","65611","","","","0"
"2010","Saskatchewan","2016A000247","Total - gender","0 to 4 years","Persons","249","units","0","v469404","9.1.7","68253","","","","0"
"2011","Saskatchewan","2016A000247","Total - gender","0 to 4 years","Persons","249","units","0","v469404","9.1.7","70178","","","","0"
"2012","Saskatchewan","2016A000247","Total - gender","0 to 4 years","Persons","249","units","0","v469404","9.1.7","72053","","","","0"
"2013","Saskatchewan","2016A000247","Total - gender","0 to 4 years","Persons","249","units","0","v469404","9.1.7","73177","","","","0"
"2014","Saskatchewan","2016A000247","Total - gender","0 to 4 years","Persons","249","units","0","v469404","9.1.7","74106","","","","0"
"2015","Saskatchewan","2016A000247","Total - gender","0 to 4 years","Persons","249","units","0","v469404","9.1.7","74893","","","","0"
"2016","Saskatchewan","2016A000247","Total - gender","0 to 4 years","Persons","249","units","0","v469404","9.1.7","76046","","","","0"
"2017","Saskatchewan","2016A000247","Total - gender","0 to 4 years","Persons","249","units","0","v469404","9.1.7","76794","","","","0"
"2018","Saskatchewan","2016A000247","Total - gender","0 to 4 years","Persons","249","units","0","v469404","9.1.7","76857","","","","0"
"2019","Saskatchewan","2016A000247","Total - gender","0 to 4 years","Persons","249","units","0","v469404","9.1.7","75769","","","","0"
"2020","Saskatchewan","2016A000247","Total - gender","0 to 4 years","Persons","249","units","0","v469404","9.1.7","74255","","","","0"
"2021","Saskatchewan","2016A000247","Total - gender","0 to 4 years","Persons","249","units","0","v469404","9.1.7","72315","","","","0"
"2022","Saskatchewan","2016A000247","Total - gender","0 to 4 years","Persons","249","units","0","v469404","9.1.7","70895","","","","0"
"2023","Saskatchewan","2016A000247","Total - gender","0 to 4 years","Persons","249","units","0","v469404","9.1.7","70362","","","","0"
"1971","Saskatchewan","2016A000247","Total - gender","5 to 9 years","Persons","249","units","0","v469218","9.1.13","98948","","","","0"
"1972","Saskatchewan","2016A000247","Total - gender","5 to 9 years","Persons","249","units","0","v469218","9.1.13","93350","","","","0"
"1973","Saskatchewan","2016A000247","Total - gender","5 to 9 years","Persons","249","units","0","v469218","9.1.13","87185","","","","0"
"1974","Saskatchewan","2016A000247","Total - gender","5 to 9 years","Persons","249","units","0","v469218","9.1.13","82058","","","","0"
"1975","Saskatchewan","2016A000247","Total - gender","5 to 9 years","Persons","249","units","0","v469218","9.1.13","79113","","","","0"
"1976","Saskatchewan","2016A000247","Total - gender","5 to 9 years","Persons","249","units","0","v469218","9.1.13","78511","","","","0"
"1977","Saskatchewan","2016A000247","Total - gender","5 to 9 years","Persons","249","units","0","v469218","9.1.13","78204","","","","0"
"1978","Saskatchewan","2016A000247","Total - gender","5 to 9 years","Persons","249","units","0","v469218","9.1.13","78060","","","","0"
"1979","Saskatchewan","2016A000247","Total - gender","5 to 9 years","Persons","249","units","0","v469218","9.1.13","77467","","","","0"
"1980","Saskatchewan","2016A000247","Total - gender","5 to 9 years","Persons","249","units","0","v469218","9.1.13","77419","","","","0"
"1981","Saskatchewan","2016A000247","Total - gender","5 to 9 years","Persons","249","units","0","v469218","9.1.13","77702","","","","0"
"1982","Saskatchewan","2016A000247","Total - gender","5 to 9 years","Persons","249","units","0","v469218","9.1.13","78414","","","","0"
"1983","Saskatchewan","2016A000247","Total - gender","5 to 9 years","Persons","249","units","0","v469218","9.1.13","79335","","","","0"
"1984","Saskatchewan","2016A000247","Total - gender","5 to 9 years","Persons","249","units","0","v469218","9.1.13","81005","","","","0"
"1985","Saskatchewan","2016A000247","Total - gender","5 to 9 years","Persons","249","units","0","v469218","9.1.13","82494","","","","0"
"1986","Saskatchewan","2016A000247","Total - gender","5 to 9 years","Persons","249","units","0","v469218","9.1.13","83313","","","","0"
"1987","Saskatchewan","2016A000247","Total - gender","5 to 9 years","Persons","249","units","0","v469218","9.1.13","83692","","","","0"
"1988","Saskatchewan","2016A000247","Total - gender","5 to 9 years","Persons","249","units","0","v469218","9.1.13","83671","","","","0"
"1989","Saskatchewan","2016A000247","Total - gender","5 to 9 years","Persons","249","units","0","v469218","9.1.13","83109","","","","0"
"1990","Saskatchewan","2016A000247","Total - gender","5 to 9 years","Persons","249","units","0","v469218","9.1.13","82043","","","","0"
"1991","Saskatchewan","2016A000247","Total - gender","5 to 9 years","Persons","249","units","0","v469218","9.1.13","81663","","","","0"
"1992","Saskatchewan","2016A000247","Total - gender","5 to 9 years","Persons","249","units","0","v469218","9.1.13","80888","","","","0"
"1993","Saskatchewan","2016A000247","Total - gender","5 to 9 years","Persons","249","units","0","v469218","9.1.13","79832","","","","0"
"1994","Saskatchewan","2016A000247","Total - gender","5 to 9 years","Persons","249","units","0","v469218","9.1.13","79438","","","","0"
"1995","Saskatchewan","2016A000247","Total - gender","5 to 9 years","Persons","249","units","0","v469218","9.1.13","79573","","","","0"
"1996","Saskatchewan","2016A000247","Total - gender","5 to 9 years","Persons","249","units","0","v469218","9.1.13","79009","","","","0"
"1997","Saskatchewan","2016A000247","Total - gender","5 to 9 years","Persons","249","units","0","v469218","9.1.13","78217","","","","0"
"1998","Saskatchewan","2016A000247","Total - gender","5 to 9 years","Persons","249","units","0","v469218","9.1.13","77460","","","","0"
"1999","Saskatchewan","2016A000247","Total - gender","5 to 9 years","Persons","249","units","0","v469218","9.1.13","75439","","","","0"
"2000","Saskatchewan","2016A000247","Total - gender","5 to 9 years","Persons","249","units","0","v469218","9.1.13","72665","","","","0"
"2001","Saskatchewan","2016A000247","Total - gender","5 to 9 years","Persons","249","units","0","v469218","9.1.13","70058","","","","0"
"2002","Saskatchewan","2016A000247","Total - gender","5 to 9 years","Persons","249","units","0","v469218","9.1.13","68130","","","","0"
"2003","Saskatchewan","2016A000247","Total - gender","5 to 9 years","Persons","249","units","0","v469218","9.1.13","66130","","","","0"
"2004","Saskatchewan","2016A000247","Total - gender","5 to 9 years","Persons","249","units","0","v469218","9.1.13","64533","","","","0"
"2005","Saskatchewan","2016A000247","Total - gender","5 to 9 years","Persons","249","units","0","v469218","9.1.13","62866","","","","0"
"2006","Saskatchewan","2016A000247","Total - gender","5 to 9 years","Persons","249","units","0","v469218","9.1.13","61602","","","","0"
"2007","Saskatchewan","2016A000247","Total - gender","5 to 9 years","Persons","249","units","0","v469218","9.1.13","61398","","","","0"
"2008","Saskatchewan","2016A000247","Total - gender","5 to 9 years","Persons","249","units","0","v469218","9.1.13","61617","","","","0"
"2009","Saskatchewan","2016A000247","Total - gender","5 to 9 years","Persons","249","units","0","v469218","9.1.13","62386","","","","0"
"2010","Saskatchewan","2016A000247","Total - gender","5 to 9 years","Persons","249","units","0","v469218","9.1.13","62750","","","","0"
"2011","Saskatchewan","2016A000247","Total - gender","5 to 9 years","Persons","249","units","0","v469218","9.1.13","63887","","","","0"
"2012","Saskatchewan","2016A000247","Total - gender","5 to 9 years","Persons","249","units","0","v469218","9.1.13","65981","","","","0"
"2013","Saskatchewan","2016A000247","Total - gender","5 to 9 years","Persons","249","units","0","v469218","9.1.13","68479","","","","0"
"2014","Saskatchewan","2016A000247","Total - gender","5 to 9 years","Persons","249","units","0","v469218","9.1.13","70446","","","","0"
"2015","Saskatchewan","2016A000247","Total - gender","5 to 9 years","Persons","249","units","0","v469218","9.1.13","72703","","","","0"
"2016","Saskatchewan","2016A000247","Total - gender","5 to 9 years","Persons","249","units","0","v469218","9.1.13","74902","","","","0"
"2017","Saskatchewan","2016A000247","Total - gender","5 to 9 years","Persons","249","units","0","v469218","9.1.13","76216","","","","0"
"2018","Saskatchewan","2016A000247","Total - gender","5 to 9 years","Persons","249","units","0","v469218","9.1.13","76979","","","","0"
"2019","Saskatchewan","2016A000247","Total - gender","5 to 9 years","Persons","249","units","0","v469218","9.1.13","77451","","","","0"
"2020","Saskatchewan","2016A000247","Total - gender","5 to 9 years","Persons","249","units","0","v469218","9.1.13","77673","","","","0"
"2021","Saskatchewan","2016A000247","Total - gender","5 to 9 years","Persons","249","units","0","v469218","9.1.13","77348","","","","0"
"2022","Saskatchewan","2016A000247","Total - gender","5 to 9 years","Persons","249","units","0","v469218","9.1.13","77942","","","","0"
"2023","Saskatchewan","2016A000247","Total - gender","5 to 9 years","Persons","249","units","0","v469218","9.1.13","79886","","","","0"
"1971","Saskatchewan","2016A000247","Total - gender","10 to 14 years","Persons","249","units","0","v469236","9.1.19","102426","","","","0"
"1972","Saskatchewan","2016A000247","Total - gender","10 to 14 years","Persons","249","units","0","v469236","9.1.19","101125","","","","0"
"1973","Saskatchewan","2016A000247","Total - gender","10 to 14 years","Persons","249","units","0","v469236","9.1.19","100584","","","","0"
"1974","Saskatchewan","2016A000247","Total - gender","10 to 14 years","Persons","249","units","0","v469236","9.1.19","99733","","","","0"
"1975","Saskatchewan","2016A000247","Total - gender","10 to 14 years","Persons","249","units","0","v469236","9.1.19","98167","","","","0"
"1976","Saskatchewan","2016A000247","Total - gender","10 to 14 years","Persons","249","units","0","v469236","9.1.19","95491","","","","0"
"1977","Saskatchewan","2016A000247","Total - gender","10 to 14 years","Persons","249","units","0","v469236","9.1.19","92859","","","","0"
"1978","Saskatchewan","2016A000247","Total - gender","10 to 14 years","Persons","249","units","0","v469236","9.1.19","88704","","","","0"
"1979","Saskatchewan","2016A000247","Total - gender","10 to 14 years","Persons","249","units","0","v469236","9.1.19","84646","","","","0"
"1980","Saskatchewan","2016A000247","Total - gender","10 to 14 years","Persons","249","units","0","v469236","9.1.19","81428","","","","0"
"1981","Saskatchewan","2016A000247","Total - gender","10 to 14 years","Persons","249","units","0","v469236","9.1.19","79913","","","","0"
"1982","Saskatchewan","2016A000247","Total - gender","10 to 14 years","Persons","249","units","0","v469236","9.1.19","79630","","","","0"
"1983","Saskatchewan","2016A000247","Total - gender","10 to 14 years","Persons","249","units","0","v469236","9.1.19","79680","","","","0"
"1984","Saskatchewan","2016A000247","Total - gender","10 to 14 years","Persons","249","units","0","v469236","9.1.19","78990","","","","0"
"1985","Saskatchewan","2016A000247","Total - gender","10 to 14 years","Persons","249","units","0","v469236","9.1.19","78786","","","","0"
"1986","Saskatchewan","2016A000247","Total - gender","10 to 14 years","Persons","249","units","0","v469236","9.1.19","78302","","","","0"
"1987","Saskatchewan","2016A000247","Total - gender","10 to 14 years","Persons","249","units","0","v469236","9.1.19","78968","","","","0"
"1988","Saskatchewan","2016A000247","Total - gender","10 to 14 years","Persons","249","units","0","v469236","9.1.19","78878","","","","0"
"1989","Saskatchewan","2016A000247","Total - gender","10 to 14 years","Persons","249","units","0","v469236","9.1.19","78826","","","","0"
"1990","Saskatchewan","2016A000247","Total - gender","10 to 14 years","Persons","249","units","0","v469236","9.1.19","78435","","","","0"
"1991","Saskatchewan","2016A000247","Total - gender","10 to 14 years","Persons","249","units","0","v469236","9.1.19","78435","","","","0"
"1992","Saskatchewan","2016A000247","Total - gender","10 to 14 years","Persons","249","units","0","v469236","9.1.19","79245","","","","0"
"1993","Saskatchewan","2016A000247","Total - gender","10 to 14 years","Persons","249","units","0","v469236","9.1.19","80372","","","","0"
"1994","Saskatchewan","2016A000247","Total - gender","10 to 14 years","Persons","249","units","0","v469236","9.1.19","80812","","","","0"
"1995","Saskatchewan","2016A000247","Total - gender","10 to 14 years","Persons","249","units","0","v469236","9.1.19","80869","","","","0"
"1996","Saskatchewan","2016A000247","Total - gender","10 to 14 years","Persons","249","units","0","v469236","9.1.19","80897","","","","0"
"1997","Saskatchewan","2016A000247","Total - gender","10 to 14 years","Persons","249","units","0","v469236","9.1.19","80886","","","","0"
"1998","Saskatchewan","2016A000247","Total - gender","10 to 14 years","Persons","249","units","0","v469236","9.1.19","80359","","","","0"
"1999","Saskatchewan","2016A000247","Total - gender","10 to 14 years","Persons","249","units","0","v469236","9.1.19","79619","","","","0"
"2000","Saskatchewan","2016A000247","Total - gender","10 to 14 years","Persons","249","units","0","v469236","9.1.19","78804","","","","0"
"2001","Saskatchewan","2016A000247","Total - gender","10 to 14 years","Persons","249","units","0","v469236","9.1.19","77345","","","","0"
"2002","Saskatchewan","2016A000247","Total - gender","10 to 14 years","Persons","249","units","0","v469236","9.1.19","76642","","","","0"
"2003","Saskatchewan","2016A000247","Total - gender","10 to 14 years","Persons","249","units","0","v469236","9.1.19","75882","","","","0"
"2004","Saskatchewan","2016A000247","Total - gender","10 to 14 years","Persons","249","units","0","v469236","9.1.19","74211","","","","0"
"2005","Saskatchewan","2016A000247","Total - gender","10 to 14 years","Persons","249","units","0","v469236","9.1.19","71806","","","","0"
"2006","Saskatchewan","2016A000247","Total - gender","10 to 14 years","Persons","249","units","0","v469236","9.1.19","69621","","","","0"
"2007","Saskatchewan","2016A000247","Total - gender","10 to 14 years","Persons","249","units","0","v469236","9.1.19","68746","","","","0"
"2008","Saskatchewan","2016A000247","Total - gender","10 to 14 years","Persons","249","units","0","v469236","9.1.19","67973","","","","0"
"2009","Saskatchewan","2016A000247","Total - gender","10 to 14 years","Persons","249","units","0","v469236","9.1.19","67307","","","","0"
"2010","Saskatchewan","2016A000247","Total - gender","10 to 14 years","Persons","249","units","0","v469236","9.1.19","66853","","","","0"
"2011","Saskatchewan","2016A000247","Total - gender","10 to 14 years","Persons","249","units","0","v469236","9.1.19","66285","","","","0"
"2012","Saskatchewan","2016A000247","Total - gender","10 to 14 years","Persons","249","units","0","v469236","9.1.19","66310","","","","0"
"2013","Saskatchewan","2016A000247","Total - gender","10 to 14 years","Persons","249","units","0","v469236","9.1.19","66579","","","","0"
"2014","Saskatchewan","2016A000247","Total - gender","10 to 14 years","Persons","249","units","0","v469236","9.1.19","67489","","","","0"
"2015","Saskatchewan","2016A000247","Total - gender","10 to 14 years","Persons","249","units","0","v469236","9.1.19","67435","","","","0"
"2016","Saskatchewan","2016A000247","Total - gender","10 to 14 years","Persons","249","units","0","v469236","9.1.19","68835","","","","0"
"2017","Saskatchewan","2016A000247","Total - gender","10 to 14 years","Persons","249","units","0","v469236","9.1.19","70103","","","","0"
"2018","Saskatchewan","2016A000247","Total - gender","10 to 14 years","Persons","249","units","0","v469236","9.1.19","72162","","","","0"
"2019","Saskatchewan","2016A000247","Total - gender","10 to 14 years","Persons","249","units","0","v469236","9.1.19","73886","","","","0"
"2020","Saskatchewan","2016A000247","Total - gender","10 to 14 years","Persons","249","units","0","v469236","9.1.19","75770","","","","0"
"2021","Saskatchewan","2016A000247","Total - gender","10 to 14 years","Persons","249","units","0","v469236","9.1.19","76912","","","","0"
"2022","Saskatchewan","2016A000247","Total - gender","10 to 14 years","Persons","249","units","0","v469236","9.1.19","78267","","","","0"
"2023","Saskatchewan","2016A000247","Total - gender","10 to 14 years","Persons","249","units","0","v469236","9.1.19","80571","","","","0"
"1971","Saskatchewan","2016A000247","Total - gender","15 to 19 years","Persons","249","units","0","v469257","9.1.25","96393","","","","0"
"1972","Saskatchewan","2016A000247","Total - gender","15 to 19 years","Persons","249","units","0","v469257","9.1.25","96244","","","","0"
"1973","Saskatchewan","2016A000247","Total - gender","15 to 19 years","Persons","249","units","0","v469257","9.1.25","95270","","","","0"
"1974","Saskatchewan","2016A000247","Total - gender","15 to 19 years","Persons","249","units","0","v469257","9.1.25","95008","","","","0"
"1975","Saskatchewan","2016A000247","Total - gender","15 to 19 years","Persons","249","units","0","v469257","9.1.25","95991","","","","0"
"1976","Saskatchewan","2016A000247","Total - gender","15 to 19 years","Persons","249","units","0","v469257","9.1.25","97782","","","","0"
"1977","Saskatchewan","2016A000247","Total - gender","15 to 19 years","Persons","249","units","0","v469257","9.1.25","97935","","","","0"
"1978","Saskatchewan","2016A000247","Total - gender","15 to 19 years","Persons","249","units","0","v469257","9.1.25","98119","","","","0"
"1979","Saskatchewan","2016A000247","Total - gender","15 to 19 years","Persons","249","units","0","v469257","9.1.25","97907","","","","0"
"1980","Saskatchewan","2016A000247","Total - gender","15 to 19 years","Persons","249","units","0","v469257","9.1.25","97276","","","","0"
"1981","Saskatchewan","2016A000247","Total - gender","15 to 19 years","Persons","249","units","0","v469257","9.1.25","95438","","","","0"
"1982","Saskatchewan","2016A000247","Total - gender","15 to 19 years","Persons","249","units","0","v469257","9.1.25","92259","","","","0"
"1983","Saskatchewan","2016A000247","Total - gender","15 to 19 years","Persons","249","units","0","v469257","9.1.25","88516","","","","0"
"1984","Saskatchewan","2016A000247","Total - gender","15 to 19 years","Persons","249","units","0","v469257","9.1.25","84835","","","","0"
"1985","Saskatchewan","2016A000247","Total - gender","15 to 19 years","Persons","249","units","0","v469257","9.1.25","81644","","","","0"
"1986","Saskatchewan","2016A000247","Total - gender","15 to 19 years","Persons","249","units","0","v469257","9.1.25","79977","","","","0"
"1987","Saskatchewan","2016A000247","Total - gender","15 to 19 years","Persons","249","units","0","v469257","9.1.25","78458","","","","0"
"1988","Saskatchewan","2016A000247","Total - gender","15 to 19 years","Persons","249","units","0","v469257","9.1.25","76929","","","","0"
