"REF_DATE","GEO","DGUID","Gender","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1995","Saskatchewan","2016A000247","Women+","65 to 69 years","Persons","249","units","0","v469457","9.3.85","20867","","","","0"
"1996","Saskatchewan","2016A000247","Women+","65 to 69 years","Persons","249","units","0","v469457","9.3.85","20680","","","","0"
"1997","Saskatchewan","2016A000247","Women+","65 to 69 years","Persons","249","units","0","v469457","9.3.85","20474","","","","0"
"1998","Saskatchewan","2016A000247","Women+","65 to 69 years","Persons","249","units","0","v469457","9.3.85","20144","","","","0"
"1999","Saskatchewan","2016A000247","Women+","65 to 69 years","Persons","249","units","0","v469457","9.3.85","19849","","","","0"
"2000","Saskatchewan","2016A000247","Women+","65 to 69 years","Persons","249","units","0","v469457","9.3.85","19405","","","","0"
"2001","Saskatchewan","2016A000247","Women+","65 to 69 years","Persons","249","units","0","v469457","9.3.85","19122","","","","0"
"2002","Saskatchewan","2016A000247","Women+","65 to 69 years","Persons","249","units","0","v469457","9.3.85","18904","","","","0"
"2003","Saskatchewan","2016A000247","Women+","65 to 69 years","Persons","249","units","0","v469457","9.3.85","18892","","","","0"
"2004","Saskatchewan","2016A000247","Women+","65 to 69 years","Persons","249","units","0","v469457","9.3.85","18782","","","","0"
"2005","Saskatchewan","2016A000247","Women+","65 to 69 years","Persons","249","units","0","v469457","9.3.85","18811","","","","0"
"2006","Saskatchewan","2016A000247","Women+","65 to 69 years","Persons","249","units","0","v469457","9.3.85","19192","","","","0"
"2007","Saskatchewan","2016A000247","Women+","65 to 69 years","Persons","249","units","0","v469457","9.3.85","19523","","","","0"
"2008","Saskatchewan","2016A000247","Women+","65 to 69 years","Persons","249","units","0","v469457","9.3.85","19878","","","","0"
"2009","Saskatchewan","2016A000247","Women+","65 to 69 years","Persons","249","units","0","v469457","9.3.85","20319","","","","0"
"2010","Saskatchewan","2016A000247","Women+","65 to 69 years","Persons","249","units","0","v469457","9.3.85","20737","","","","0"
"2011","Saskatchewan","2016A000247","Women+","65 to 69 years","Persons","249","units","0","v469457","9.3.85","21264","","","","0"
"2012","Saskatchewan","2016A000247","Women+","65 to 69 years","Persons","249","units","0","v469457","9.3.85","22522","","","","0"
"2013","Saskatchewan","2016A000247","Women+","65 to 69 years","Persons","249","units","0","v469457","9.3.85","23602","","","","0"
"2014","Saskatchewan","2016A000247","Women+","65 to 69 years","Persons","249","units","0","v469457","9.3.85","24664","","","","0"
"2015","Saskatchewan","2016A000247","Women+","65 to 69 years","Persons","249","units","0","v469457","9.3.85","25689","","","","0"
"2016","Saskatchewan","2016A000247","Women+","65 to 69 years","Persons","249","units","0","v469457","9.3.85","26618","","","","0"
"2017","Saskatchewan","2016A000247","Women+","65 to 69 years","Persons","249","units","0","v469457","9.3.85","27228","","","","0"
"2018","Saskatchewan","2016A000247","Women+","65 to 69 years","Persons","249","units","0","v469457","9.3.85","28172","","","","0"
"2019","Saskatchewan","2016A000247","Women+","65 to 69 years","Persons","249","units","0","v469457","9.3.85","29620","","","","0"
"2020","Saskatchewan","2016A000247","Women+","65 to 69 years","Persons","249","units","0","v469457","9.3.85","31245","","","","0"
"2021","Saskatchewan","2016A000247","Women+","65 to 69 years","Persons","249","units","0","v469457","9.3.85","32713","","","","0"
"2022","Saskatchewan","2016A000247","Women+","65 to 69 years","Persons","249","units","0","v469457","9.3.85","34005","","","","0"
"2023","Saskatchewan","2016A000247","Women+","65 to 69 years","Persons","249","units","0","v469457","9.3.85","35190","","","","0"
"1971","Saskatchewan","2016A000247","Women+","70 to 74 years","Persons","249","units","0","v469460","9.3.86","11756","","","","0"
"1972","Saskatchewan","2016A000247","Women+","70 to 74 years","Persons","249","units","0","v469460","9.3.86","11748","","","","0"
"1973","Saskatchewan","2016A000247","Women+","70 to 74 years","Persons","249","units","0","v469460","9.3.86","12104","","","","0"
"1974","Saskatchewan","2016A000247","Women+","70 to 74 years","Persons","249","units","0","v469460","9.3.86","12388","","","","0"
"1975","Saskatchewan","2016A000247","Women+","70 to 74 years","Persons","249","units","0","v469460","9.3.86","12850","","","","0"
"1976","Saskatchewan","2016A000247","Women+","70 to 74 years","Persons","249","units","0","v469460","9.3.86","13259","","","","0"
"1977","Saskatchewan","2016A000247","Women+","70 to 74 years","Persons","249","units","0","v469460","9.3.86","13864","","","","0"
"1978","Saskatchewan","2016A000247","Women+","70 to 74 years","Persons","249","units","0","v469460","9.3.86","14399","","","","0"
"1979","Saskatchewan","2016A000247","Women+","70 to 74 years","Persons","249","units","0","v469460","9.3.86","14994","","","","0"
"1980","Saskatchewan","2016A000247","Women+","70 to 74 years","Persons","249","units","0","v469460","9.3.86","15318","","","","0"
"1981","Saskatchewan","2016A000247","Women+","70 to 74 years","Persons","249","units","0","v469460","9.3.86","15944","","","","0"
"1982","Saskatchewan","2016A000247","Women+","70 to 74 years","Persons","249","units","0","v469460","9.3.86","16549","","","","0"
"1983","Saskatchewan","2016A000247","Women+","70 to 74 years","Persons","249","units","0","v469460","9.3.86","17092","","","","0"
"1984","Saskatchewan","2016A000247","Women+","70 to 74 years","Persons","249","units","0","v469460","9.3.86","17915","","","","0"
"1985","Saskatchewan","2016A000247","Women+","70 to 74 years","Persons","249","units","0","v469460","9.3.86","18594","","","","0"
"1986","Saskatchewan","2016A000247","Women+","70 to 74 years","Persons","249","units","0","v469460","9.3.86","18969","","","","0"
"1987","Saskatchewan","2016A000247","Women+","70 to 74 years","Persons","249","units","0","v469460","9.3.86","19375","","","","0"
"1988","Saskatchewan","2016A000247","Women+","70 to 74 years","Persons","249","units","0","v469460","9.3.86","19497","","","","0"
"1989","Saskatchewan","2016A000247","Women+","70 to 74 years","Persons","249","units","0","v469460","9.3.86","19404","","","","0"
"1990","Saskatchewan","2016A000247","Women+","70 to 74 years","Persons","249","units","0","v469460","9.3.86","19669","","","","0"
"1991","Saskatchewan","2016A000247","Women+","70 to 74 years","Persons","249","units","0","v469460","9.3.86","19881","","","","0"
"1992","Saskatchewan","2016A000247","Women+","70 to 74 years","Persons","249","units","0","v469460","9.3.86","20223","","","","0"
"1993","Saskatchewan","2016A000247","Women+","70 to 74 years","Persons","249","units","0","v469460","9.3.86","20221","","","","0"
"1994","Saskatchewan","2016A000247","Women+","70 to 74 years","Persons","249","units","0","v469460","9.3.86","20216","","","","0"
"1995","Saskatchewan","2016A000247","Women+","70 to 74 years","Persons","249","units","0","v469460","9.3.86","20105","","","","0"
"1996","Saskatchewan","2016A000247","Women+","70 to 74 years","Persons","249","units","0","v469460","9.3.86","19849","","","","0"
"1997","Saskatchewan","2016A000247","Women+","70 to 74 years","Persons","249","units","0","v469460","9.3.86","19647","","","","0"
"1998","Saskatchewan","2016A000247","Women+","70 to 74 years","Persons","249","units","0","v469460","9.3.86","19605","","","","0"
"1999","Saskatchewan","2016A000247","Women+","70 to 74 years","Persons","249","units","0","v469460","9.3.86","19419","","","","0"
"2000","Saskatchewan","2016A000247","Women+","70 to 74 years","Persons","249","units","0","v469460","9.3.86","19091","","","","0"
"2001","Saskatchewan","2016A000247","Women+","70 to 74 years","Persons","249","units","0","v469460","9.3.86","18813","","","","0"
"2002","Saskatchewan","2016A000247","Women+","70 to 74 years","Persons","249","units","0","v469460","9.3.86","18739","","","","0"
"2003","Saskatchewan","2016A000247","Women+","70 to 74 years","Persons","249","units","0","v469460","9.3.86","18477","","","","0"
"2004","Saskatchewan","2016A000247","Women+","70 to 74 years","Persons","249","units","0","v469460","9.3.86","18259","","","","0"
"2005","Saskatchewan","2016A000247","Women+","70 to 74 years","Persons","249","units","0","v469460","9.3.86","17915","","","","0"
"2006","Saskatchewan","2016A000247","Women+","70 to 74 years","Persons","249","units","0","v469460","9.3.86","17719","","","","0"
"2007","Saskatchewan","2016A000247","Women+","70 to 74 years","Persons","249","units","0","v469460","9.3.86","17557","","","","0"
"2008","Saskatchewan","2016A000247","Women+","70 to 74 years","Persons","249","units","0","v469460","9.3.86","17591","","","","0"
"2009","Saskatchewan","2016A000247","Women+","70 to 74 years","Persons","249","units","0","v469460","9.3.86","17435","","","","0"
"2010","Saskatchewan","2016A000247","Women+","70 to 74 years","Persons","249","units","0","v469460","9.3.86","17486","","","","0"
"2011","Saskatchewan","2016A000247","Women+","70 to 74 years","Persons","249","units","0","v469460","9.3.86","17804","","","","0"
"2012","Saskatchewan","2016A000247","Women+","70 to 74 years","Persons","249","units","0","v469460","9.3.86","18005","","","","0"
"2013","Saskatchewan","2016A000247","Women+","70 to 74 years","Persons","249","units","0","v469460","9.3.86","18257","","","","0"
"2014","Saskatchewan","2016A000247","Women+","70 to 74 years","Persons","249","units","0","v469460","9.3.86","18559","","","","0"
"2015","Saskatchewan","2016A000247","Women+","70 to 74 years","Persons","249","units","0","v469460","9.3.86","18914","","","","0"
"2016","Saskatchewan","2016A000247","Women+","70 to 74 years","Persons","249","units","0","v469460","9.3.86","19311","","","","0"
"2017","Saskatchewan","2016A000247","Women+","70 to 74 years","Persons","249","units","0","v469460","9.3.86","20582","","","","0"
"2018","Saskatchewan","2016A000247","Women+","70 to 74 years","Persons","249","units","0","v469460","9.3.86","21636","","","","0"
"2019","Saskatchewan","2016A000247","Women+","70 to 74 years","Persons","249","units","0","v469460","9.3.86","22829","","","","0"
"2020","Saskatchewan","2016A000247","Women+","70 to 74 years","Persons","249","units","0","v469460","9.3.86","23972","","","","0"
"2021","Saskatchewan","2016A000247","Women+","70 to 74 years","Persons","249","units","0","v469460","9.3.86","25073","","","","0"
"2022","Saskatchewan","2016A000247","Women+","70 to 74 years","Persons","249","units","0","v469460","9.3.86","25653","","","","0"
"2023","Saskatchewan","2016A000247","Women+","70 to 74 years","Persons","249","units","0","v469460","9.3.86","26628","","","","0"
"1971","Saskatchewan","2016A000247","Women+","75 to 79 years","Persons","249","units","0","v469463","9.3.87","9257","","","","0"
"1972","Saskatchewan","2016A000247","Women+","75 to 79 years","Persons","249","units","0","v469463","9.3.87","9367","","","","0"
"1973","Saskatchewan","2016A000247","Women+","75 to 79 years","Persons","249","units","0","v469463","9.3.87","9310","","","","0"
"1974","Saskatchewan","2016A000247","Women+","75 to 79 years","Persons","249","units","0","v469463","9.3.87","9300","","","","0"
"1975","Saskatchewan","2016A000247","Women+","75 to 79 years","Persons","249","units","0","v469463","9.3.87","9523","","","","0"
"1976","Saskatchewan","2016A000247","Women+","75 to 79 years","Persons","249","units","0","v469463","9.3.87","9705","","","","0"
"1977","Saskatchewan","2016A000247","Women+","75 to 79 years","Persons","249","units","0","v469463","9.3.87","9869","","","","0"
"1978","Saskatchewan","2016A000247","Women+","75 to 79 years","Persons","249","units","0","v469463","9.3.87","10241","","","","0"
"1979","Saskatchewan","2016A000247","Women+","75 to 79 years","Persons","249","units","0","v469463","9.3.87","10543","","","","0"
"1980","Saskatchewan","2016A000247","Women+","75 to 79 years","Persons","249","units","0","v469463","9.3.87","11009","","","","0"
"1981","Saskatchewan","2016A000247","Women+","75 to 79 years","Persons","249","units","0","v469463","9.3.87","11461","","","","0"
"1982","Saskatchewan","2016A000247","Women+","75 to 79 years","Persons","249","units","0","v469463","9.3.87","12039","","","","0"
"1983","Saskatchewan","2016A000247","Women+","75 to 79 years","Persons","249","units","0","v469463","9.3.87","12566","","","","0"
"1984","Saskatchewan","2016A000247","Women+","75 to 79 years","Persons","249","units","0","v469463","9.3.87","13010","","","","0"
"1985","Saskatchewan","2016A000247","Women+","75 to 79 years","Persons","249","units","0","v469463","9.3.87","13383","","","","0"
"1986","Saskatchewan","2016A000247","Women+","75 to 79 years","Persons","249","units","0","v469463","9.3.87","13942","","","","0"
"1987","Saskatchewan","2016A000247","Women+","75 to 79 years","Persons","249","units","0","v469463","9.3.87","14384","","","","0"
"1988","Saskatchewan","2016A000247","Women+","75 to 79 years","Persons","249","units","0","v469463","9.3.87","14977","","","","0"
"1989","Saskatchewan","2016A000247","Women+","75 to 79 years","Persons","249","units","0","v469463","9.3.87","15724","","","","0"
"1990","Saskatchewan","2016A000247","Women+","75 to 79 years","Persons","249","units","0","v469463","9.3.87","16429","","","","0"
"1991","Saskatchewan","2016A000247","Women+","75 to 79 years","Persons","249","units","0","v469463","9.3.87","16653","","","","0"
"1992","Saskatchewan","2016A000247","Women+","75 to 79 years","Persons","249","units","0","v469463","9.3.87","16895","","","","0"
"1993","Saskatchewan","2016A000247","Women+","75 to 79 years","Persons","249","units","0","v469463","9.3.87","17037","","","","0"
"1994","Saskatchewan","2016A000247","Women+","75 to 79 years","Persons","249","units","0","v469463","9.3.87","17062","","","","0"
"1995","Saskatchewan","2016A000247","Women+","75 to 79 years","Persons","249","units","0","v469463","9.3.87","17351","","","","0"
"1996","Saskatchewan","2016A000247","Women+","75 to 79 years","Persons","249","units","0","v469463","9.3.87","17538","","","","0"
"1997","Saskatchewan","2016A000247","Women+","75 to 79 years","Persons","249","units","0","v469463","9.3.87","17623","","","","0"
"1998","Saskatchewan","2016A000247","Women+","75 to 79 years","Persons","249","units","0","v469463","9.3.87","17627","","","","0"
"1999","Saskatchewan","2016A000247","Women+","75 to 79 years","Persons","249","units","0","v469463","9.3.87","17688","","","","0"
"2000","Saskatchewan","2016A000247","Women+","75 to 79 years","Persons","249","units","0","v469463","9.3.87","17556","","","","0"
"2001","Saskatchewan","2016A000247","Women+","75 to 79 years","Persons","249","units","0","v469463","9.3.87","17370","","","","0"
"2002","Saskatchewan","2016A000247","Women+","75 to 79 years","Persons","249","units","0","v469463","9.3.87","17161","","","","0"
"2003","Saskatchewan","2016A000247","Women+","75 to 79 years","Persons","249","units","0","v469463","9.3.87","17147","","","","0"
"2004","Saskatchewan","2016A000247","Women+","75 to 79 years","Persons","249","units","0","v469463","9.3.87","17014","","","","0"
"2005","Saskatchewan","2016A000247","Women+","75 to 79 years","Persons","249","units","0","v469463","9.3.87","16756","","","","0"
"2006","Saskatchewan","2016A000247","Women+","75 to 79 years","Persons","249","units","0","v469463","9.3.87","16702","","","","0"
"2007","Saskatchewan","2016A000247","Women+","75 to 79 years","Persons","249","units","0","v469463","9.3.87","16648","","","","0"
"2008","Saskatchewan","2016A000247","Women+","75 to 79 years","Persons","249","units","0","v469463","9.3.87","16481","","","","0"
"2009","Saskatchewan","2016A000247","Women+","75 to 79 years","Persons","249","units","0","v469463","9.3.87","16335","","","","0"
"2010","Saskatchewan","2016A000247","Women+","75 to 79 years","Persons","249","units","0","v469463","9.3.87","16006","","","","0"
"2011","Saskatchewan","2016A000247","Women+","75 to 79 years","Persons","249","units","0","v469463","9.3.87","15715","","","","0"
"2012","Saskatchewan","2016A000247","Women+","75 to 79 years","Persons","249","units","0","v469463","9.3.87","15514","","","","0"
"2013","Saskatchewan","2016A000247","Women+","75 to 79 years","Persons","249","units","0","v469463","9.3.87","15542","","","","0"
"2014","Saskatchewan","2016A000247","Women+","75 to 79 years","Persons","249","units","0","v469463","9.3.87","15347","","","","0"
"2015","Saskatchewan","2016A000247","Women+","75 to 79 years","Persons","249","units","0","v469463","9.3.87","15334","","","","0"
"2016","Saskatchewan","2016A000247","Women+","75 to 79 years","Persons","249","units","0","v469463","9.3.87","15697","","","","0"
"2017","Saskatchewan","2016A000247","Women+","75 to 79 years","Persons","249","units","0","v469463","9.3.87","15925","","","","0"
"2018","Saskatchewan","2016A000247","Women+","75 to 79 years","Persons","249","units","0","v469463","9.3.87","16160","","","","0"
"2019","Saskatchewan","2016A000247","Women+","75 to 79 years","Persons","249","units","0","v469463","9.3.87","16550","","","","0"
"2020","Saskatchewan","2016A000247","Women+","75 to 79 years","Persons","249","units","0","v469463","9.3.87","17011","","","","0"
"2021","Saskatchewan","2016A000247","Women+","75 to 79 years","Persons","249","units","0","v469463","9.3.87","17488","","","","0"
"2022","Saskatchewan","2016A000247","Women+","75 to 79 years","Persons","249","units","0","v469463","9.3.87","18645","","","","0"
"2023","Saskatchewan","2016A000247","Women+","75 to 79 years","Persons","249","units","0","v469463","9.3.87","19627","","","","0"
"1971","Saskatchewan","2016A000247","Women+","80 to 84 years","Persons","249","units","0","v469466","9.3.88","6638","","","","0"
"1972","Saskatchewan","2016A000247","Women+","80 to 84 years","Persons","249","units","0","v469466","9.3.88","6669","","","","0"
"1973","Saskatchewan","2016A000247","Women+","80 to 84 years","Persons","249","units","0","v469466","9.3.88","6734","","","","0"
"1974","Saskatchewan","2016A000247","Women+","80 to 84 years","Persons","249","units","0","v469466","9.3.88","6752","","","","0"
"1975","Saskatchewan","2016A000247","Women+","80 to 84 years","Persons","249","units","0","v469466","9.3.88","6716","","","","0"
"1976","Saskatchewan","2016A000247","Women+","80 to 84 years","Persons","249","units","0","v469466","9.3.88","6878","","","","0"
"1977","Saskatchewan","2016A000247","Women+","80 to 84 years","Persons","249","units","0","v469466","9.3.88","7006","","","","0"
"1978","Saskatchewan","2016A000247","Women+","80 to 84 years","Persons","249","units","0","v469466","9.3.88","7014","","","","0"
"1979","Saskatchewan","2016A000247","Women+","80 to 84 years","Persons","249","units","0","v469466","9.3.88","7066","","","","0"
"1980","Saskatchewan","2016A000247","Women+","80 to 84 years","Persons","249","units","0","v469466","9.3.88","7235","","","","0"
"1981","Saskatchewan","2016A000247","Women+","80 to 84 years","Persons","249","units","0","v469466","9.3.88","7433","","","","0"
"1982","Saskatchewan","2016A000247","Women+","80 to 84 years","Persons","249","units","0","v469466","9.3.88","7552","","","","0"
"1983","Saskatchewan","2016A000247","Women+","80 to 84 years","Persons","249","units","0","v469466","9.3.88","7892","","","","0"
"1984","Saskatchewan","2016A000247","Women+","80 to 84 years","Persons","249","units","0","v469466","9.3.88","8232","","","","0"
"1985","Saskatchewan","2016A000247","Women+","80 to 84 years","Persons","249","units","0","v469466","9.3.88","8669","","","","0"
"1986","Saskatchewan","2016A000247","Women+","80 to 84 years","Persons","249","units","0","v469466","9.3.88","9045","","","","0"
"1987","Saskatchewan","2016A000247","Women+","80 to 84 years","Persons","249","units","0","v469466","9.3.88","9496","","","","0"
"1988","Saskatchewan","2016A000247","Women+","80 to 84 years","Persons","249","units","0","v469466","9.3.88","9825","","","","0"
"1989","Saskatchewan","2016A000247","Women+","80 to 84 years","Persons","249","units","0","v469466","9.3.88","10193","","","","0"
"1990","Saskatchewan","2016A000247","Women+","80 to 84 years","Persons","249","units","0","v469466","9.3.88","10555","","","","0"
"1991","Saskatchewan","2016A000247","Women+","80 to 84 years","Persons","249","units","0","v469466","9.3.88","11098","","","","0"
"1992","Saskatchewan","2016A000247","Women+","80 to 84 years","Persons","249","units","0","v469466","9.3.88","11600","","","","0"
"1993","Saskatchewan","2016A000247","Women+","80 to 84 years","Persons","249","units","0","v469466","9.3.88","12079","","","","0"
"1994","Saskatchewan","2016A000247","Women+","80 to 84 years","Persons","249","units","0","v469466","9.3.88","12679","","","","0"
"1995","Saskatchewan","2016A000247","Women+","80 to 84 years","Persons","249","units","0","v469466","9.3.88","13169","","","","0"
"1996","Saskatchewan","2016A000247","Women+","80 to 84 years","Persons","249","units","0","v469466","9.3.88","13365","","","","0"
"1997","Saskatchewan","2016A000247","Women+","80 to 84 years","Persons","249","units","0","v469466","9.3.88","13572","","","","0"
"1998","Saskatchewan","2016A000247","Women+","80 to 84 years","Persons","249","units","0","v469466","9.3.88","13653","","","","0"
"1999","Saskatchewan","2016A000247","Women+","80 to 84 years","Persons","249","units","0","v469466","9.3.88","13742","","","","0"
"2000","Saskatchewan","2016A000247","Women+","80 to 84 years","Persons","249","units","0","v469466","9.3.88","13943","","","","0"
"2001","Saskatchewan","2016A000247","Women+","80 to 84 years","Persons","249","units","0","v469466","9.3.88","14116","","","","0"
"2002","Saskatchewan","2016A000247","Women+","80 to 84 years","Persons","249","units","0","v469466","9.3.88","14302","","","","0"
"2003","Saskatchewan","2016A000247","Women+","80 to 84 years","Persons","249","units","0","v469466","9.3.88","14324","","","","0"
"2004","Saskatchewan","2016A000247","Women+","80 to 84 years","Persons","249","units","0","v469466","9.3.88","14391","","","","0"
"2005","Saskatchewan","2016A000247","Women+","80 to 84 years","Persons","249","units","0","v469466","9.3.88","14334","","","","0"
"2006","Saskatchewan","2016A000247","Women+","80 to 84 years","Persons","249","units","0","v469466","9.3.88","14241","","","","0"
"2007","Saskatchewan","2016A000247","Women+","80 to 84 years","Persons","249","units","0","v469466","9.3.88","14111","","","","0"
"2008","Saskatchewan","2016A000247","Women+","80 to 84 years","Persons","249","units","0","v469466","9.3.88","14050","","","","0"
"2009","Saskatchewan","2016A000247","Women+","80 to 84 years","Persons","249","units","0","v469466","9.3.88","13996","","","","0"
"2010","Saskatchewan","2016A000247","Women+","80 to 84 years","Persons","249","units","0","v469466","9.3.88","13871","","","","0"
"2011","Saskatchewan","2016A000247","Women+","80 to 84 years","Persons","249","units","0","v469466","9.3.88","13786","","","","0"
"2012","Saskatchewan","2016A000247","Women+","80 to 84 years","Persons","249","units","0","v469466","9.3.88","13768","","","","0"
"2013","Saskatchewan","2016A000247","Women+","80 to 84 years","Persons","249","units","0","v469466","9.3.88","13555","","","","0"
"2014","Saskatchewan","2016A000247","Women+","80 to 84 years","Persons","249","units","0","v469466","9.3.88","13411","","","","0"
"2015","Saskatchewan","2016A000247","Women+","80 to 84 years","Persons","249","units","0","v469466","9.3.88","13107","","","","0"
"2016","Saskatchewan","2016A000247","Women+","80 to 84 years","Persons","249","units","0","v469466","9.3.88","12938","","","","0"
"2017","Saskatchewan","2016A000247","Women+","80 to 84 years","Persons","249","units","0","v469466","9.3.88","12858","","","","0"
"2018","Saskatchewan","2016A000247","Women+","80 to 84 years","Persons","249","units","0","v469466","9.3.88","12976","","","","0"
"2019","Saskatchewan","2016A000247","Women+","80 to 84 years","Persons","249","units","0","v469466","9.3.88","12844","","","","0"
"2020","Saskatchewan","2016A000247","Women+","80 to 84 years","Persons","249","units","0","v469466","9.3.88","12918","","","","0"
"2021","Saskatchewan","2016A000247","Women+","80 to 84 years","Persons","249","units","0","v469466","9.3.88","13083","","","","0"
"2022","Saskatchewan","2016A000247","Women+","80 to 84 years","Persons","249","units","0","v469466","9.3.88","13313","","","","0"
"2023","Saskatchewan","2016A000247","Women+","80 to 84 years","Persons","249","units","0","v469466","9.3.88","13622","","","","0"
"1971","Saskatchewan","2016A000247","Women+","85 to 89 years","Persons","249","units","0","v469469","9.3.89","3413","","","","0"
"1972","Saskatchewan","2016A000247","Women+","85 to 89 years","Persons","249","units","0","v469469","9.3.89","3612","","","","0"
"1973","Saskatchewan","2016A000247","Women+","85 to 89 years","Persons","249","units","0","v469469","9.3.89","3730","","","","0"
"1974","Saskatchewan","2016A000247","Women+","85 to 89 years","Persons","249","units","0","v469469","9.3.89","3833","","","","0"
"1975","Saskatchewan","2016A000247","Women+","85 to 89 years","Persons","249","units","0","v469469","9.3.89","3846","","","","0"
"1976","Saskatchewan","2016A000247","Women+","85 to 89 years","Persons","249","units","0","v469469","9.3.89","3873","","","","0"
"1977","Saskatchewan","2016A000247","Women+","85 to 89 years","Persons","249","units","0","v469469","9.3.89","3958","","","","0"
"1978","Saskatchewan","2016A000247","Women+","85 to 89 years","Persons","249","units","0","v469469","9.3.89","4108","","","","0"
"1979","Saskatchewan","2016A000247","Women+","85 to 89 years","Persons","249","units","0","v469469","9.3.89","4293","","","","0"
"1980","Saskatchewan","2016A000247","Women+","85 to 89 years","Persons","249","units","0","v469469","9.3.89","4283","","","","0"
"1981","Saskatchewan","2016A000247","Women+","85 to 89 years","Persons","249","units","0","v469469","9.3.89","4426","","","","0"
"1982","Saskatchewan","2016A000247","Women+","85 to 89 years","Persons","249","units","0","v469469","9.3.89","4559","","","","0"
"1983","Saskatchewan","2016A000247","Women+","85 to 89 years","Persons","249","units","0","v469469","9.3.89","4557","","","","0"
"1984","Saskatchewan","2016A000247","Women+","85 to 89 years","Persons","249","units","0","v469469","9.3.89","4634","","","","0"
"1985","Saskatchewan","2016A000247","Women+","85 to 89 years","Persons","249","units","0","v469469","9.3.89","4729","","","","0"
"1986","Saskatchewan","2016A000247","Women+","85 to 89 years","Persons","249","units","0","v469469","9.3.89","4890","","","","0"
"1987","Saskatchewan","2016A000247","Women+","85 to 89 years","Persons","249","units","0","v469469","9.3.89","5037","","","","0"
"1988","Saskatchewan","2016A000247","Women+","85 to 89 years","Persons","249","units","0","v469469","9.3.89","5270","","","","0"
"1989","Saskatchewan","2016A000247","Women+","85 to 89 years","Persons","249","units","0","v469469","9.3.89","5565","","","","0"
"1990","Saskatchewan","2016A000247","Women+","85 to 89 years","Persons","249","units","0","v469469","9.3.89","5870","","","","0"
"1991","Saskatchewan","2016A000247","Women+","85 to 89 years","Persons","249","units","0","v469469","9.3.89","6151","","","","0"
"1992","Saskatchewan","2016A000247","Women+","85 to 89 years","Persons","249","units","0","v469469","9.3.89","6451","","","","0"
"1993","Saskatchewan","2016A000247","Women+","85 to 89 years","Persons","249","units","0","v469469","9.3.89","6725","","","","0"
"1994","Saskatchewan","2016A000247","Women+","85 to 89 years","Persons","249","units","0","v469469","9.3.89","6911","","","","0"
"1995","Saskatchewan","2016A000247","Women+","85 to 89 years","Persons","249","units","0","v469469","9.3.89","7185","","","","0"
"1996","Saskatchewan","2016A000247","Women+","85 to 89 years","Persons","249","units","0","v469469","9.3.89","7614","","","","0"
"1997","Saskatchewan","2016A000247","Women+","85 to 89 years","Persons","249","units","0","v469469","9.3.89","7967","","","","0"
"1998","Saskatchewan","2016A000247","Women+","85 to 89 years","Persons","249","units","0","v469469","9.3.89","8304","","","","0"
"1999","Saskatchewan","2016A000247","Women+","85 to 89 years","Persons","249","units","0","v469469","9.3.89","8663","","","","0"
"2000","Saskatchewan","2016A000247","Women+","85 to 89 years","Persons","249","units","0","v469469","9.3.89","8972","","","","0"
"2001","Saskatchewan","2016A000247","Women+","85 to 89 years","Persons","249","units","0","v469469","9.3.89","9123","","","","0"
"2002","Saskatchewan","2016A000247","Women+","85 to 89 years","Persons","249","units","0","v469469","9.3.89","9343","","","","0"
"2003","Saskatchewan","2016A000247","Women+","85 to 89 years","Persons","249","units","0","v469469","9.3.89","9427","","","","0"
"2004","Saskatchewan","2016A000247","Women+","85 to 89 years","Persons","249","units","0","v469469","9.3.89","9408","","","","0"
"2005","Saskatchewan","2016A000247","Women+","85 to 89 years","Persons","249","units","0","v469469","9.3.89","9715","","","","0"
"2006","Saskatchewan","2016A000247","Women+","85 to 89 years","Persons","249","units","0","v469469","9.3.89","9798","","","","0"
"2007","Saskatchewan","2016A000247","Women+","85 to 89 years","Persons","249","units","0","v469469","9.3.89","9927","","","","0"
"2008","Saskatchewan","2016A000247","Women+","85 to 89 years","Persons","249","units","0","v469469","9.3.89","9940","","","","0"
"2009","Saskatchewan","2016A000247","Women+","85 to 89 years","Persons","249","units","0","v469469","9.3.89","10048","","","","0"
"2010","Saskatchewan","2016A000247","Women+","85 to 89 years","Persons","249","units","0","v469469","9.3.89","10057","","","","0"
"2011","Saskatchewan","2016A000247","Women+","85 to 89 years","Persons","249","units","0","v469469","9.3.89","10014","","","","0"
"2012","Saskatchewan","2016A000247","Women+","85 to 89 years","Persons","249","units","0","v469469","9.3.89","9981","","","","0"
"2013","Saskatchewan","2016A000247","Women+","85 to 89 years","Persons","249","units","0","v469469","9.3.89","9987","","","","0"
"2014","Saskatchewan","2016A000247","Women+","85 to 89 years","Persons","249","units","0","v469469","9.3.89","9962","","","","0"
"2015","Saskatchewan","2016A000247","Women+","85 to 89 years","Persons","249","units","0","v469469","9.3.89","9887","","","","0"
"2016","Saskatchewan","2016A000247","Women+","85 to 89 years","Persons","249","units","0","v469469","9.3.89","9837","","","","0"
"2017","Saskatchewan","2016A000247","Women+","85 to 89 years","Persons","249","units","0","v469469","9.3.89","9821","","","","0"
